# Wizidagiha i zadspram (WZ-K35-outdated)
# Manuscript: K35
# Text identifier: WZ-K35-outdated
# Text UUID: 7adbb5bd-006f-4f33-83a8-75e650cf2435
# Source: https://www.mpcorpus.org/corpus/sections/7adbb5bd-006f-4f33-83a8-75e650cf2435
# API: https://www.mpcorpus.org/api/sections/?text_identifier=WZ-K35-outdated&type=sentence
# Exported from MPCD public API on 2026-05-26
# Paragraph source: MPCD left sidebar section_type=section
# Format: sentence_identifier<TAB>paragraph<TAB>transcription tokens

WZ-K35-outdated s161	wz 3.35	ān kustag ī nēmrōz ī zrēy wēšag bē grift ān ī abāxtar kōf ī burz bē rust kū tā ēk az did ǰud bawānd paydāg
WZ-K35-outdated s162	wz 3.36	ēn būd sidīgar ardīg ī abar zamīg
WZ-K35-outdated s163	wz 3.37	čiyōn čahārom ō urwar mad ī =š pad ham urwar padīrag kōxšīd čē ān urwar bē hušk amurdād kē =š urwar gētī daxšag abar grift u =š xward bē kust u =š abāg tištarīg āb ī wārānīg bē gumēxt
WZ-K35-outdated s164	wz 3.38	pas az wārān hamāg zamīg waxšišnān paydāgīhist bēwar sardag ī mādagwar ud sadhazār sardag andar sardag ōwōn waxšīd hēnd čiyōn az harw gōnag ud ēwēnag u =š ān bēwar sardag bē ō abāzdārišnīh ī bēwar wēmārīh payrāst
WZ-K35-outdated s165	wz 3.39	pas az ān sadhazār sardag urwar tōhm abar grift az hamīh ī tōhm wan ī harwisptōhmag mayān ī zrēy ī frāxkard bē būd kē =š hamāg sardag urwarān az =iš hamē waxšēnd u =š sēnmurw āšyān pad =iš bawēd
WZ-K35-outdated s166	wz 3.39	ka =š andar frāz frawāzēd ēg =iš tōhm ī hušk ō āb ōsānēd pad wārān abāz ō zamīg wārīhēd
WZ-K35-outdated s167	wz 3.40	u =š pad nazdīkīh ī ān wan bē būd hōm ī spēd hamēstār ī zarmān zīndakkar ī murdagān anōšakkar ī zīndagān
WZ-K35-outdated s168	wz 3.41	ēn būd tasom ardīg ī abar urwarān
WZ-K35-outdated s169	wz 3.42	čiyōn panǰom ō gōspand mad ī =š pad ham gōspand padīrag kōxšīd
WZ-K35-outdated s170	wz 3.43	ham čiyōn gāw ī ēkdād bē widard az ān čiyōn =iš čihr ī urwarīg dāšt panǰāh ud haft sardag ǰōrdāg dwāzdah sardag urwar ī bēšaz az hannām hannām waxšīd hēnd
WZ-K35-outdated s171	wz 3.43	čiyōn gugān ī ēk ēk kū az kadār handām andar dāmdād paydāg
WZ-K35-outdated s172	wz 3.44	harw urwar az handām =ēw waxšēd abzāyēnēd ī ān handām čiyōn ān ī guft kū ānōh kū gāw ō zamīg mazg bē paššixt pas ǰōrdā ul rust girgir ud kunǰid ud ālun ud miǰūg
WZ-K35-outdated s173	wz 3.45	čiyōn kunǰid mazgčihrīh rāy xwad mazg =ēw ast ī abzāyēnāg ī mazg
WZ-K35-outdated s174	wz 3.46	ud ān =iz gōwīhēd kū az xōn kōdak ī raz may čiyōn may xwad xōn ast ast ī urwarīg ī ō druyistčihrīh ī xōn ayārtar
WZ-K35-outdated s175	wz 3.47	ud ān ī gōwīhēd kū az wēnīg māš kē wēnōg xwānīhēd
WZ-K35-outdated s176	wz 3.47	wēnōgnāmīh būd did wēnīg rāy
WZ-K35-outdated s177	wz 3.48	ud ān =iz gōwīhēd kū az suš spandān bēšazēnīdan ī spandān ī sušīg wēmārīh rāy
WZ-K35-outdated s178	wz 3.49	az mayān ī sarbun ābešan ī wahman pad abāzēstišnīh ī ān ī akōman gand ān ī az ǰādūgān wināhišn rāy
WZ-K35-outdated s179	wz 3.50	u =š pas rōšnīh ud zōr az tōhm ī gāw abar grift u =š ō māh burd ud rōšnīh ī andar gāw būd bē ō māh dād ud abespārd pad gāhbedīh ānōh ān tōhm pad rōšnīh ī māh bē pālūd
WZ-K35-outdated s180	wz 3.50	u =š pad was čihragīhā bē wirāst u =š gyānōmand bē kird az ānōh frāz ō ērānwēz brēhēnīd
WZ-K35-outdated s181	wz 3.51	fradom dō gāw ǰuxt =ēw nar ud mādag pas abārīg =iz sardagīhā tā bē ō bowandagīh ī 282 sardag
WZ-K35-outdated s182	wz 3.51	andar zamīg čand dō frasang drahnā ī 8 hāsr paydāg būd hēnd
WZ-K35-outdated s183	wz 3.52	ud čahārpāyān pad zamīg frāz raft hēnd ud māhīgān andar āb šnāzīd hēnd ud murwān andar andarwāy wazīd hēnd dō dō pad hangām ī gušnhilīh hamēnīhist u =šān az =iš būd ābustanīh ud zāyišn ud gugān ī =šān baxšišn ōwōn
WZ-K35-outdated s184	wz 3.53	fradom baxšīhist ō se ī ast čahārpāy ī zamīgrawišn ud māhīg ī ābšnāzišn ud murw ī andarwāywāzišn
WZ-K35-outdated s185	wz 3.53	pas ō panǰ ēwēnagān ī ast čahārpāy ī gardsumb ud dōgānagsumb ud panǰčang ud murw ud māhīg kē =šān māništ andar panǰ gyāg xwānīhēd ābīg ūnīg wāyendag frāxraftār ud čaragarzānīg
WZ-K35-outdated s186	wz 3.53	ābīg māhīg ud pah ud stōr ud gōspand ud dad ud sag ud murw ī andar āb bawēd
WZ-K35-outdated s187	wz 3.53	ūnīg samōr ud mušk ud abārīg hamāg sūrāgmānišnān ud sūrāgrawišnān
WZ-K35-outdated s188	wz 3.53	ud wāyendag hāmōyēn murwān
WZ-K35-outdated s189	wz 3.53	frāxraftārān dad ī nē dasthammōg
WZ-K35-outdated s190	wz 3.53	čaragarzānīgān harw čē pad ramag ud čarag dārīhēd
WZ-K35-outdated s191	wz 3.54	u =š pas bē ō bahrān baxt
WZ-K35-outdated s192	wz 3.54	čiyōn gardsumbān ēk ī hamāg asp xwānīhēd ud dōgānagsumbān was čiyōn uštar ud gāw ud mēš ud buz ud abārīg dōgānagsumbān
WZ-K35-outdated s193	wz 3.54	panǰčang sag ud xargōš ud mušk ud samōr ud abārīg ud pas murw pas māhīg
WZ-K35-outdated s194	wz 3.55	u =š pas bē ō sardag baxt čiyōn asp hašt sardag uštar dō sardag gāw pānzdah sardag mēš panǰ ud buz panǰ sag dah ud xargōš panǰ ud samōr hašt mušk hašt murw 110 ud māhīg dah
WZ-K35-outdated s195	wz 3.55	ast kē gugān nē ōšmurd
WZ-K35-outdated s196	wz 3.55	paydāgnāmān apaydāgnāmān hammis 282 sardag abāg sardag andar sardag hazār ēwēnag
WZ-K35-outdated s197	wz 3.56	murwān pad hašt ristag bē dād az ān ī wuzurgtar tā ān ī kūčaktar ōwōn bē wālēnīd čiyōn mard kē ǰōrdāg hamē kārēd
WZ-K35-outdated s198	wz 3.56	fradom ān ī stabr dānag frāz parganēd pas ān ī mayānag pas ān ī kūč
WZ-K35-outdated s199	wz 3.57	az ham sardagīhā čiyōn pad dāmdād gugān ōšmurd u =m andar nibēg ī tōhmagōšmārišnīh hangirdīg nibišt ud ēn gyāg hangirdīgīh =ēw ast ī nimāyīhēd
WZ-K35-outdated s200	wz 3.58	abar sardag ī aspān
WZ-K35-outdated s201	wz 3.58	fradom tāzīg u =šān rad spēd ī zardgōš
WZ-K35-outdated s202	wz 3.58	didīgar pārsīg ud astar ud xar ud gōr ud asp ī ābīg ud abārīg
WZ-K35-outdated s203	wz 3.59	ud uštar mādagwar dō daštīg ud kōfīg ast ēkkōf ud dōgānagkōf
WZ-K35-outdated s204	wz 3.60	andar sardag ī gāw spēd ud xšēn suxr ud zard ud syāh ud pēsag ud gawāzn ud gāwmēš ud uštargāwpalang ud gāwmāhīg ud abārīg
WZ-K35-outdated s205	wz 3.61	andar mēš ān ī dumbōmand ud ān ī adumb ud mēš ī tagal ud kurušk čiyōn =iš kōf se ast srū wuzurg ud pad =iz bārīh šāyēd ud bārag būd ī mānuščihr
WZ-K35-outdated s206	wz 3.62	andar buz xarbuz ud tāzīg ud rāk ud āhūg ud pāzen
WZ-K35-outdated s207	wz 3.63	andar samōr kākom ī spēd ud syā samōr ud sanǰāb ud xaz ud abārīg
WZ-K35-outdated s208	wz 3.64	andar mušk ēk mušk ī nāfag ēk bēš mušk kē bēš zahr xwarēd u =š pad =iš nē mīrēd
WZ-K35-outdated s209	wz 3.64	pad ān mehsūdīh dahīhist kū tā bēš xwarād bē ō zahrīh ī dāmān kam rasād
WZ-K35-outdated s210	wz 3.64	ēk mušk =ēw ī gōnag syā kē awēšān glčk ī xār čiyōn glčk ī makōgpēs xwānīhēd ī andar kustag ī drayāb wēš bawēd frāz gazēd ayāb tōhm bē ō xwarišn abganēd
WZ-K35-outdated s211	wz 3.64	kē xwarēd ēg =iš glčk andar tan bawēd
WZ-K35-outdated s212	wz 3.64	ka ān glčk ān handām ī gast hambōsišn glčk pad =iš abar mēzēd az ān wēmārīh pāk bē bawēd
WZ-K35-outdated s213	wz 3.65	andar murwān dō ǰudčihrag bē dād az abārīgān ī ast sēnmurw ud šawāg kē dahan ud dandān dārēnd pad šīr ī az pestān parwarēnd baččagān
WZ-K35-outdated s214	wz 3.66	ēn būd panǰom ardīg ī pad gōspand
WZ-K35-outdated s215	wz 3.67	čiyōn šašom ō gayōmart mad ān ham gayōmart padīrag bē winnārd
WZ-K35-outdated s216	wz 3.68	čiyōn niyōxšīd gayōmart abēzag mānsrspand ī ohrmazd abēzagmenišnīhā menīd ān ī weh ahlāyīh pad zanišn ī druz
WZ-K35-outdated s217	wz 3.69	ka widard ayōšustčihrīh rāy hašt ēwēnag ayōšust az hannām hannām bē būd hēnd ī ast zarr ud asēm ud āhen ud rōy ud arziz ud srub ud ābgēnag ud almās
WZ-K35-outdated s218	wz 3.70	pahlomīh ī zarr rāy az ǰān ud tōhm dahīhist
WZ-K35-outdated s219	wz 3.71	pad widardan ī gayōmart zarr spandārmad frāz padīrift ud čēhel sāl andar zamīg būd
WZ-K35-outdated s220	wz 3.72	pad sar ī čēhel sāl rēbāhēwēnag mašī ud mašyānī abar rust hēnd ēk ō did paywast hambašn ud hamdēsag
WZ-K35-outdated s221	wz 3.73	u =š mayānag xwarrah abar āmad pad hambašnīh ī awēšān ōwōn kū nē paydāg būd kū kadār nar ud kadār mādag ud kadār ān xwarrah ī ohrmazddād
WZ-K35-outdated s222	wz 3.74	ēd ast ān xwarrah kē =š mardōm aw =iš dahīhist
WZ-K35-outdated s223	wz 3.75	čiyōn gōwīhēd pad dēn kū kadār pēš būd xwarrah ayāb tan
WZ-K35-outdated s224	wz 3.75	u =š guft ohrmazd kū =m xwarrah pēš dād pas ō ān ī dād ēstēd xwarrah tan dād kū xwēškārīh brēhēnīd u =š tan bē ō xwēškārīh dād
WZ-K35-outdated s225	wz 3.76	pas az urwarkirbīh bē ō mardōmkirbīh wašt hēnd
WZ-K35-outdated s226	wz 3.76	xwarrah mēnōyīhā andar ō awēšān šud
WZ-K35-outdated s227	wz 3.77	čiyōn haftom ō ātaxš mad ī =š pad ham ātaxš padīrag kōxšīd
WZ-K35-outdated s228	wz 3.77	ān ātaxš ō ēwēnagān bē baxt ī xwānīhēd abzōnīg wehfranāftār urwāzišt wāzišt bulandsūd
WZ-K35-outdated s229	wz 3.78	u =š ātaxš ī abzōnīg xwad andar garōdmān bē dād u =š paydāgīh pad ātaxš ī pad zamīg sōzišnīg u =š abzōnīgīh ēd kū harw sardagān ō xwēš čihrīh abzāyīhēd
WZ-K35-outdated s230	wz 3.79	ātaxš ī wehfranāftār ān ī andar mardōmān ud gōspandān u =š xwarišn gugārdan ud tan abzūdan ud čašmān rōšnēnīdan andar xwēškārīh
WZ-K35-outdated s231	wz 3.80	urwāzišt ān ī andar urwarān kē =šān andar tōm dādag u =š zamīg suftan āb ayārdēnīdan ʾptn" ptš" urwarān wiškōf hučihr ud hubōy kirdan bar pazzāftan pad was mizag gōhrēnīdan andar xwēškārīh
WZ-K35-outdated s232	wz 3.81	wāzišt ān kē =š andar abr rawišn dārēd u =š tom ud tār ī andarwāyīg zanēd
WZ-K35-outdated s233	wz 3.81	ud stabrīh ī andarwāy bārīk ud spuk čihrag kirdan ud tagarg widāxtan ud āb ī abr dārēd paymānagīhā tāftan sreškōmand ud garmōg kirdan andar xwēškārīh
WZ-K35-outdated s234	wz 3.82	bulandsūd =iz andar asmān ān xwarrah kē =š mehmānīh andar warahrān ātaxš čiyōn kadagxwadā abar xānag kē =š abzōnīgōzīh az rōšn waxšišnīh ī ātaxš frāz sōzišnīh ī bnd" ud pākīh ī gyāg stāyišn ī yazdān warzišn ī kirbagān
WZ-K35-outdated s235	wz 3.83	u =š abāg druz ī mēnōy kōxšīdan parīg ud kirbān ī az drayāb abar āyēnd ud tanīg wtīh paymōxt dārēnd ud pad gand ud āhōgēnišn ī rōšnān petyārēnēnd ud pad ǰādūgīh dāmān wināhēnd zadan ud sōxtan ud ǰādūg ud parīg wānīdan ud mādagwarīhā pad šab xuftagān pāsbānēnīdan abāg srōšahlī ayār būdan xwēškārīh
WZ-K35-outdated s236	wz 3.84	u =š pad bun dām ī hamāg zamīg pad pāsbānīh bē ō warzāwand ādur ī farnbay ud tagīg ādur ī gušnasp ud purrsūd ādur ī burzēnmihr čiyōn āsrōn ud artēštār ud wāstaryōš hēnd abespārd
WZ-K35-outdated s237	wz 3.85	ādur ī farrbay pad xwarrahōmand kōf abar xwārizm gāh grift ud ādur ī gušnasp pad asnwand kōf ī abar ādurbādagān ud ādur ī burzēnmihr pad rēwandgar ī abar pušt ī wištāspān
WZ-K35-outdated s238	wz 3.86	u =š stīh paydāgīh ī andar gēhān abērtar būd
WZ-K35-outdated s239	wz 3.86	pad xwadāyīh ī hōšang ka mardōm pad gāw ī slswk az xwaniras bē ō abārīg kišwar hamē šud hēnd pad nēmag ī rāh šab =ēw pad wād ī škeft ādurpāyag ī abar pušt ī gāw pad se gyāg dhytk kē =š ātaxš pad =iš būd ō zrēy ōbast ud guharīg ī ān ēk ātaxš ī wuzurg paydāg būd ō se xwarrah kē =šān mehmānīh abar ādur ī farrbay ādur ī gušnasp ud ādur burzēnmihr
WZ-K35-outdated s240	wz 4.–	abar āmadan ī dēn ō āwām
WZ-K35-outdated s241	wz 4.1	homānāgīh ōwōn čiyōn frazendzāyišnīh ī pad dō hamzōrīh ī ast tōmpadīrīh ī mādagān pad zāyišn ud abāz abespārdan ī ō pidarān
WZ-K35-outdated s242	wz 4.2	zamānīg kōxšišn ī gumēzišnīh mādagwarīhā pad dō abzār ēk dehbedīh ī bē az hamnāf dēnīh ud ēk dēn ī ō dehbedīh hamnāfīhist
WZ-K35-outdated s243	wz 4.3	dēn mazdēsnān ka āwām az gētīrāyēnišnīh abāz ō mēnōyčihrīh hamē wardīhist pad zamīg paydāg būd fradom pad spandārmad pas pad ohrmazd čiyōn frazendpadīrišn ī mādarān ud abāz abespārdan ī ō pidarān
WZ-K35-outdated s244	wz 4.4	paydāgīh ī dēn pad spandārmad pad ān gāh būd ka frāsyāb āb az ērānšahr abāz dāšt ud āb abāz ānīd kanīgkirbīhā pad xānag ī mānuščihr ī ērānšahr dehbed ud anērān passoxguftār būd ōh paydāgīhist
WZ-K35-outdated s245	wz 4.5	u =š paymōxt dāšt rōšnīg paymōzan kē bē frōgīhist ō wispān kustagān hāsr =ēw drahnā ī ast frasang =ēw homānāg
WZ-K35-outdated s246	wz 4.6	u =š pad mayān bast dāšt zarrēn kustīg ī xwad būd dēn ī mazdēsnān čē dēn band ast kē =š aw =iš paywastag sīhse band ī abar sīhse wināh kē =š hamāg wināh az =iš baxtag
WZ-K35-outdated s247	wz 4.7	kanīgān kē =šān spandārmad bastkustīg dīd hučihr sahistan rāy pas az ān pad bastan ī kustīg taftīg būd hēnd
WZ-K35-outdated s248	wz 4.8	ēn =iz būd mādarīh ī pad dēn ī pad spandārmad bē dahīhist pēš az zarduxšt bē ō hampursagīh mad pad 628 sāl ī =šān gugān az dēn mādayān nibēg ī pēšēnān
WZ-K35-outdated s249	wz 4.9	nām ī zarduxšt xwānīhist abar zamīg pēš kē =š hampursagīh pad sesad sāl
WZ-K35-outdated s250	wz 4.10	ōwōn paydāg kū andar ān ēw ka tūrān abāz … ērān pad zamīg ī niyābagīh ī hērbedān =iz pahikār būd
WZ-K35-outdated s251	wz 4.10	ohrmazd apahikārīh rāy wuzurg gāw =ēw brēhēnīd kē =š sāmān ī ērān andar tūrān pad pštk abar sumb paydāg būd
WZ-K35-outdated s252	wz 4.10	pad wēšag =ēw dāšt ēstēd
WZ-K35-outdated s253	wz 4.11	hamē ka pahikārīh būd pad ān gāw sāmān bē šnāsīhist tā ka kay us purrkāmagīhā bahr =ēw az zamīg ī tūrān abāz ō ērān griftan kāmag būd
WZ-K35-outdated s254	wz 4.12	u =š dīd kū tā ān gāw ast kirdan duščārtar čē abāg pādixšāyīh ī =š būd ā =š nē xwāst kū pad ān gāw sāmān paydāgīhēd
WZ-K35-outdated s255	wz 4.13	3 brād būd hēnd ud ān ī seom srid ī seom xwānīhēd pad tan wuzurg pad zōr agrī ud ō kay us pad was dar frayādišnīg u =š andar wāspuhragān būd
WZ-K35-outdated s256	wz 4.13	kay us bē ō pēš xwāst u =š framūd kū šaw ān gāw bē ōzan andar wēšag
WZ-K35-outdated s257	wz 4.14	srid šud ka =š bē ōzadan kāmist gāw mardōmsaxwanīhā aw =iš pahikārd kū =m bē ma ōzan čē ka =m bē ōzanē ān kē =š frawahr andar hōm ī dūrōš pad zamīg paydāg bawēd kē =š nām zarduxšt ī spitāmān u =t wad kirdan andar gēhān bē gōwēd u =t pad ruwān dušxwārīh ōwōn būd čiyōn pad dēn paydāg kūš
WZ-K35-outdated s258	wz 4.14	čiyōn =iš bawēd ōy ī wadag ka =š wattarīh gōwēd u =t hāwandīh bawēd margīh ī az =iš ān ī az margīh abar gumēxtēd kū =š az =iz margīh wattarīh
WZ-K35-outdated s259	wz 4.15	srid ka =š ān saxwan āšnūd abāz wašt abāz ō kay us šud u =š az čēēwēnagīh āgāhēnīd
WZ-K35-outdated s260	wz 4.15	ēn =iz guft kū gāw pad škeftīh guft kū az harw kē andar zamīg ahlāyīhkāmagtar nūn zanišn framāyēd ō gāw
WZ-K35-outdated s261	wz 4.16	ud kay us kāmag abar ardīkkarīh guft kū nē paydāg kū ān kē =š frawahr andar hōm ī dūrōš xwad ast ayāb nē ud agar ast zāyēd ud paydāg bawēd ayāb nē
WZ-K35-outdated s262	wz 4.16	u =š pad saxtīh framūd kū šaw u =š bē ōzan
WZ-K35-outdated s263	wz 4.17	srid guft kū nē ādūg ham bē ōzadan čē =m az =iš garzišn bē abaxšīh pad dil
WZ-K35-outdated s264	wz 4.18	kay us guft kū bē ō wahmān wēšag šawēd kē pad =iš mānēnd was sar ī parīgān u =t bē brīnēnd abaxšīh az dil
WZ-K35-outdated s265	wz 4.19	srid abar šud ō wēšag dīd hēnd wasān parīgān kē =šān zafr wišād dāšt
WZ-K35-outdated s266	wz 4.19	u =šān abar xrōsīd kū ōzan ma abaxšā
WZ-K35-outdated s267	wz 4.20	u =š bē šud abaxšīh az dil
WZ-K35-outdated s268	wz 4.20	abāz šud ō wēšag u =š pad mušt pušt ī gāw pad se gyāg bē škast
WZ-K35-outdated s269	wz 4.20	gāw škeft brāmag wāng dāšt
WZ-K35-outdated s270	wz 4.21	srid pas az ān ōzadan ī gāw az ān brāmag ī =š āšnūd ēg =iš garān anastīh būd
WZ-K35-outdated s271	wz 4.21	abāz šud ō kay us u =š čiyōn būd āgāhēnīd u =š xwāst kū =š bē framāyēd ōzadan čē =š zīndagīh nē abāyišnīg būd
WZ-K35-outdated s272	wz 4.22	kay us guft kū man tō bē nē ōzanam čē nē wčylyt az tō
WZ-K35-outdated s273	wz 4.23	srid guft kū agar tō man bē nē ōzanē ēg man tō bē ōzanam
WZ-K35-outdated s274	wz 4.24	kay us guft kū tō man bē ma ōzan čē dehbed ī gēhān ham
WZ-K35-outdated s275	wz 4.25	srid hamē ahunsandīh kird tā =š kay us framūd kū bē ō wahmān wēšag šaw čē =š parīg =ēw ī sagkirb pad =iš ast u =t bē ōzanēd
WZ-K35-outdated s276	wz 4.26	srid bē ō ān wēšag šud u =š ān parīg ī sagkirb dīd
WZ-K35-outdated s277	wz 4.26	pas ō parīg zad bē ō dō būd u =š hamē zad tā bē hazār būd hēnd
WZ-K35-outdated s278	wz 4.26	u =šān srid abar gyāg ōzad ud darrīd
WZ-K35-outdated s279	wz 5.–	abar paydāg būdan ī zarduxštān xwarrah pēš =iz az zāyišn
WZ-K35-outdated s280	wz 5.1	ōwōn paydāg kū pēš az čēhelpanǰ sāl ka zarduxšt bē ō hampursagīh mad ka frēnī zarduxšt mād ī =šān dugdō xwānd zād xwarrah pad ātaxšēwēnag az ān ī asarrōšnīh frōd āmad bē ō ān ātaxš gumēxt ī =š pēš būd
WZ-K35-outdated s281	wz 5.1	az ātaxš andar ō mādar ī zarduxšt gumēxt
WZ-K35-outdated s282	wz 5.1	se šab pad hamāg widārān ud kustag ī xānag pad ātaxš ēwēnag paydāg būd
WZ-K35-outdated s283	wz 5.2	rāhwiderān wuzurg rōšnīhā hamē dīd
WZ-K35-outdated s284	wz 5.3	ka =iz sālag būd ān xwarrah ī =š pad =iš rāy pad rāh hamē raft ēg =iš payrōg az =iš hamē ōbast
WZ-K35-outdated s285	wz 6.–	abar hambōsišn ī yaštfrawahr zarduxšt
WZ-K35-outdated s286	wz 6.1	kū =š frawahr andar hōm u =š xwarrah pēm ī gāw bē dahist
WZ-K35-outdated s287	wz 6.1	pad frāzxwarišnīh ī pidarān ud mādarān ox bē ō hambōsišn mad čiyōn =iš gugān andar nibēg ī abar nimūdārīh ī yazišn paydāgēnīd būd
WZ-K35-outdated s288	wz 7.–	abar abāz paywandišnīh ī zarduxšt ō ohrmazd pad dō kas ī pahlom az gētīyān ǰam ud az mēnōyān nēryōsang
WZ-K35-outdated s289	wz 7.1	tōhmagōšmurišnīh ī zarduxšt
WZ-K35-outdated s290	wz 7.1	ēk zarduxšt ī pōrušasp ī fradarasp ī bhʾwltʾsp ī hayčadasp ī čyhšnwš ī pytlsp ī arečataršu ī xarečare spitāmān ī wʾsyšt ī ʾyzym ī plʾh ī arǰ ī dwlslwb ī mānuščihr ī mānušxwarnar ī mānušxwarennāg ī mānuš ī nēryōsang frēstag ī ohrmazd kē =š mād būd ngzyk ī ʾlyk sridag ī bidag ī frazušag ī zušag ī fraguzag ī guzag ī ēriǰ ī frēdōn ī āspiyān
WZ-K35-outdated s291	wz 7.1	bowandagīh ī dah āspiyān ī ǰam ī wīwanghān ī ʾynghʾn ī ʾnwšʾn ī hōšyang ī frawāg ī siyāmag ī mašī ī gayōmart
WZ-K35-outdated s292	wz 8.–	abar škeftkōxšišnīh ī druz pad zadan ī zarduxšt
WZ-K35-outdated s293	wz 8.1	ka =š nazd būd ō zāyišn ahreman tab dēw ud dard dēw ud wād dēw harw ēk abāg 150 dēw bē ō ōzanišn ī zarduxšt frēstād hēnd
WZ-K35-outdated s294	wz 8.2	u =š mēnōy frāz ō mādar šud hēnd az tab ud dard ud wād awištābīhist
WZ-K35-outdated s295	wz 8.3	ud az ānōh pad ēk frasang ǰādūg =ēw būd stlk nām ī ǰādūg bizišktom būd
WZ-K35-outdated s296	wz 8.3	pad ēmēd ī kirdan =iš az gāh abar āxist andar ō rawišn ēstād
WZ-K35-outdated s297	wz 8.4	frēstag ī ohrmazd wāng burd kū ma šaw ō ǰādūgān čē =t nē hēnd bēšazēnīdār bē abāz ō xānag šaw ud dast andar māl pad rōgn ī gāw ī abar ātaxš burd esm =iz bōy widāb pad xwēštan ud zahag kē =t pad aškamb
WZ-K35-outdated s298	wz 8.5	u =š hamgōnag kird druyist būd
WZ-K35-outdated s299	wz 8.6	u =š did abar frēstād wisp hamkārān hamzōrān u =šān nē ayāft čār abāz wašt hēnd
WZ-K35-outdated s300	wz 8.7	u =šān guft kū az hamāg kustag ātaxš būdan rāy nē ayāft ham čār
WZ-K35-outdated s301	wz 8.7	az harw kē =š ayār frāy hamēmāl ēg =iš abāg nē bawēd
WZ-K35-outdated s302	wz 8.8	abar ham šab ī ka zād ahreman spāhbedān wizīd u =š gund ārāst
WZ-K35-outdated s303	wz 8.8	ast kē abāg hazār dēw ud ast kē abāg 40000 dēw tazišnīg pahikafišnīg kōxšīd hēnd
WZ-K35-outdated s304	wz 8.8	padīragēstišnīh ī yazdān mādagwarīhā xwad xwarrah ī pad ātaxšēwēnag pad ān zāyišn paydāg būd
WZ-K35-outdated s305	wz 8.9	u =š brāh ud payrōg dūr gyāg payrōgīhistan rāy ēg =išān nē ayāft hēnd čār
WZ-K35-outdated s306	wz 8.10	abdom ahreman akōman abar frēstīd u =š guft kū tō hē mynwktl kē andarōntom hē
WZ-K35-outdated s307	wz 8.10	šawē pad frēbišn abar ō zarduxšt menišn u =š wardēn menišn ō amāh kē dēw ham
WZ-K35-outdated s308	wz 8.11	ohrmazd wahman padīrag abar frēstīd
WZ-K35-outdated s309	wz 8.12	akōman frāz ō pēš āmad frāz ō dar mad būd andar kāmist šud
WZ-K35-outdated s310	wz 8.13	wahman čʾlkwylīhā abāz dād u =š bē ō akōman guft kū andar šaw
WZ-K35-outdated s311	wz 8.14	akōman handēšīd kū =m nē tis warzišn kē =š ō man guft wahman abāz wašt
WZ-K35-outdated s312	wz 8.14	wahman andar šud ō wārom ī zarduxšt gumēxt
WZ-K35-outdated s313	wz 8.15	zarduxšt bē xandīd čē wahman ast mēnōyrāmēnīdār
WZ-K35-outdated s314	wz 8.16	u =š haft ǰādūg pēš nišastag būd hēnd az rōšnīh ī andar mān brāzišnīgīhā wēnīhist xandīdan ī =š pad zāyišn ī padīrag ān ī abārīg mardōmān kē pad zāyišn bē grīyēnd bē tarsīd hēnd
WZ-K35-outdated s315	wz 8.17	u =š pad ham zamān ī zāyišn dastwarīh ī abar dēn az ohrmazd padīrift
WZ-K35-outdated s316	wz 8.18	čiyōn gōwīhēd pad dēn kū =š pad zāyišn guft kū čiyōn ox kāmag tō kē zōt hē kū pēšōbāy ī dāmān hē frāz ō man guft kū dastwar bawišn
WZ-K35-outdated s317	wz 8.19	čiyōn zarduxšt gētītanīh rāy gētīēwāzīhā guft
WZ-K35-outdated s318	wz 8.19	ohrmazd mēnōyīhā mēnōyīh rāy ā =š passox guft kū ēdōn radīhā ēdōn frārōnīhā az ahlāyīh čēgāmizēw frāz ahlawān āgāhīhā gōwēd kū dastwar ham
WZ-K35-outdated s319	wz 8.20	didīgar rōz pōrušasp šud u =š az ǰādūgān kē andar gyāg pad āfrāh dāšt hēnd pursīd kū čē ast ka aburnāyīgān pad zāyišn bē grīyēnd ud čē ān ka bē xandēnd
WZ-K35-outdated s320	wz 8.21	u =šān passoxēnīd kū grīyistan margōmandīh ī pad frazām dīdan xandīdan ahlawīh ī xwēš dīdan rāy
WZ-K35-outdated s321	wz 8.21	abar brādarān ī zarduxšt hamēstārān ī karbān ud usixšān pus ī nylyw\ʾwšstʾlyš būd hēnd
WZ-K35-outdated s322	wz 9.1	nylyw\ʾwšstʾlyš az kwhlyt kwhlyt az ešm ud mʾnwšk mānuščihr xwāharzād
WZ-K35-outdated s323	wz 9.2	pad ān gāh ka zarduxšt zād panǰ brād būd hēnd kē =šān nām brādarōxš brādarōšan tūr ī brādrōxš ʾzʾn ud sm
WZ-K35-outdated s324	wz 9.3	panǰbrādarīh ī awēšān kē ān ī mayānag tūr ī brādrōxš ī zarduxšt būd petyāragtar handāzag ī panǰbrādarīh ī pōrušasp frazendān kē ān ī mayānag zarduxšt būd
WZ-K35-outdated s325	wz 9.4	ān čahār brādar ī zarduxšt dō pēš az zarduxšt ī =šān nām ltwštl ud loynzʾtl ud dō pas wtlykʾ ud hndynš
